Time,Source,Source Port,Destination,Destination Port,Protocol,Length,repeats,Event,Seq,Ack,Win,Len,MSS
1.18,DOMAIN_IP,,CAMERA_IP,,TCP,54,5,TCP DOM Duplicate ACK,1804,307220,65535,0,
0.05,DOMAIN_IP,,CAMERA_IP,,TCP,60,4,TCP DOM Duplicate ACK,1804,307220,65535,0,
1.0,CAMERA_IP,,DOMAIN_IP,,TCP,1467,60,TCP PSH Retransmission,297329,1804,33580,1413,
0.25,CAMERA_IP,,DOMAIN_IP,,TCP,1467,2353,TCP PSH Retransmission,291677,1804,33580,1413,
0.97,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,310046,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,11,TCP DOM Duplicate ACK,1804,310046,65535,0,
0.04,DOMAIN_IP,,CAMERA_IP,,TCP,60,10,TCP DOM Duplicate ACK,1804,310046,65535,0,
5.38,CAMERA_IP,,DOMAIN_IP,,TCP,1467,7,TCP CAM PSH ACK,312872,1804,33580,1413,
0.22,CAMERA_IP,,DOMAIN_IP,,TCP,1467,8,TCP PSH Retransmission,249287,1804,33580,1413,
1.14,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP unseen segment,1804,312872,65535,0,
0.03,DOMAIN_IP,,CAMERA_IP,,TCP,54,22,TCP DOM Duplicate ACK,1804,312872,65535,0,
0.03,DOMAIN_IP,,CAMERA_IP,,TCP,60,21,TCP DOM Duplicate ACK,1804,312872,65535,0,
6.6,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,314285,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,436,TCP DOM Duplicate ACK,1804,314285,65535,0,
0.03,DOMAIN_IP,,CAMERA_IP,,TCP,60,435,TCP DOM Duplicate ACK,1804,314285,65535,0,
5.42,CAMERA_IP,,DOMAIN_IP,,TCP,1467,16,TCP PSH Retransmission,307220,1804,33580,1413,
0.4,CAMERA_IP,,DOMAIN_IP,,TCP,1467,16,TCP PSH Retransmission,308633,1804,33580,1413,
124.64,CAMERA_IP,,DOMAIN_IP,,TCP,1467,11,TCP CAM PSH ACK,315698,1804,33580,1413,
0.18,CAMERA_IP,,DOMAIN_IP,,TCP,1467,11,TCP CAM PSH ACK,317111,1804,33580,1413,
0.2,CAMERA_IP,,DOMAIN_IP,,TCP,1467,11,TCP CAM PSH ACK,318524,1804,33580,1413,
0.19,CAMERA_IP,,DOMAIN_IP,,TCP,1467,11,TCP CAM PSH ACK,319937,1804,33580,1413,
37.52,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,315698,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,315698,65535,0,
0.03,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,321350,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,281,TCP DOM Duplicate ACK,1804,321350,65535,0,
0.03,DOMAIN_IP,,CAMERA_IP,,TCP,60,280,TCP DOM Duplicate ACK,1804,321350,65535,0,
0.35,CAMERA_IP,,DOMAIN_IP,,TCP,60,56,TCP CAM Duplicate ACK,321350,1804,33580,0,
0.02,CAMERA_IP,,DOMAIN_IP,,TCP,54,56,TCP CAM Duplicate ACK,321350,1804,33580,0,
58.14,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,322763,1804,33580,1413,
3.84,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,324176,1804,33580,1413,
0.19,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,325589,1804,33580,1413,
2.08,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,327002,1804,33580,1413,
3.17,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,328415,1804,33580,1413,
3.39,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,329828,1804,33580,1413,
0.2,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,331241,1804,33580,1413,
2.45,CAMERA_IP,,DOMAIN_IP,,TCP,60,22660,TCP CAM ACK,321350,1804,33580,0,
0.02,CAMERA_IP,,DOMAIN_IP,,TCP,54,22536,TCP CAM ACK,321350,1804,33580,0,
1.12,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,332654,1804,33580,1413,
0.2,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,334067,1804,33580,1413,
3.36,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,335480,1804,33580,1413,
0.19,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,336893,1804,33580,1413,
2.69,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,338306,1804,33580,1413,
1.42,CAMERA_IP,,DOMAIN_IP,,TCP,1467,8,TCP Out-Of-Order,322763,1804,33580,1413,
1.28,CAMERA_IP,,DOMAIN_IP,,TCP,1467,11,TCP CAM PSH ACK,339719,1804,33580,1413,
4.37,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,341132,1804,33580,1413,
0.22,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,342545,1804,33580,1413,
2.1,CAMERA_IP,,DOMAIN_IP,,TCP,1467,8,TCP Out-Of-Order,327002,1804,33580,1413,
1.46,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,324176,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,11,TCP DOM Duplicate ACK,1804,324176,65535,0,
0.03,DOMAIN_IP,,CAMERA_IP,,TCP,60,10,TCP DOM Duplicate ACK,1804,324176,65535,0,
0.72,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,343958,1804,33580,1413,
0.19,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,345371,1804,33580,1413,
2.96,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,325589,65535,0,
0.04,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,325589,65535,0,
0.03,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,327002,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,2,TCP DOM Duplicate ACK,1804,327002,65535,0,
0.08,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM Duplicate ACK,1804,327002,65535,0,
0.27,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,346784,1804,33580,1413,
0.19,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,348197,1804,33580,1413,
0.16,CAMERA_IP,,DOMAIN_IP,,TCP,1467,4,TCP PSH Retransmission,302981,1804,33580,1413,
0.14,CAMERA_IP,,DOMAIN_IP,,TCP,60,2,TCP CAM Duplicate ACK,349610,1804,33580,0,
0.03,CAMERA_IP,,DOMAIN_IP,,TCP,54,2,TCP CAM Duplicate ACK,349610,1804,33580,0,
0.71,CAMERA_IP,,DOMAIN_IP,,TCP,1467,4,TCP Out-Of-Order,328415,1804,33580,1413,
0.16,CAMERA_IP,,DOMAIN_IP,,TCP,1467,8,TCP Out-Of-Order,329828,1804,33580,1413,
0.24,CAMERA_IP,,DOMAIN_IP,,TCP,1467,8,TCP Out-Of-Order,331241,1804,33580,1413,
2.09,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,328415,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,4,TCP DOM Duplicate ACK,1804,328415,65535,0,
0.05,DOMAIN_IP,,CAMERA_IP,,TCP,60,3,TCP DOM Duplicate ACK,1804,328415,65535,0,
0.13,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,329828,65535,0,
0.01,DOMAIN_IP,,CAMERA_IP,,TCP,54,17,TCP DOM Duplicate ACK,1804,329828,65535,0,
0.03,DOMAIN_IP,,CAMERA_IP,,TCP,60,16,TCP DOM Duplicate ACK,1804,329828,65535,0,
5.31,CAMERA_IP,,DOMAIN_IP,,TCP,1467,8,TCP Out-Of-Order,335480,1804,33580,1413,
0.4,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,331241,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,331241,65535,0,
0.03,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,332654,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,3,TCP DOM Duplicate ACK,1804,332654,65535,0,
0.03,DOMAIN_IP,,CAMERA_IP,,TCP,60,2,TCP DOM Duplicate ACK,1804,332654,65535,0,
1.42,CAMERA_IP,,DOMAIN_IP,,TCP,1467,8,TCP Out-Of-Order,338306,1804,33580,1413,
0.95,CAMERA_IP,,DOMAIN_IP,,TCP,1467,28,TCP PSH Retransmission,321350,1804,33580,1413,
0.46,CAMERA_IP,,DOMAIN_IP,,TCP,1467,16,TCP PSH Retransmission,322763,1804,33580,1413,
0.92,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,334067,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,334067,65535,0,
0.04,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,335480,65535,0,
0.01,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,335480,65535,0,
0.03,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,336893,65535,0,
0.01,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,336893,65535,0,
0.03,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,338306,65535,0,
0.01,DOMAIN_IP,,CAMERA_IP,,TCP,54,2,TCP DOM Duplicate ACK,1804,338306,65535,0,
4.47,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM Duplicate ACK,1804,338306,65535,0,
0.07,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,339719,65535,0,
0.01,DOMAIN_IP,,CAMERA_IP,,TCP,54,12,TCP DOM Duplicate ACK,1804,339719,65535,0,
0.21,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,349610,1804,33580,1413,
0.19,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,351023,1804,33580,1413,
0.19,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,352436,1804,33580,1413,
0.19,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,353849,1804,33580,1413,
3.44,DOMAIN_IP,,CAMERA_IP,,TCP,60,11,TCP DOM Duplicate ACK,1804,339719,65535,0,
0.59,CAMERA_IP,,DOMAIN_IP,,TCP,1467,11,TCP CAM PSH ACK,355262,1804,33580,1413,
0.2,CAMERA_IP,,DOMAIN_IP,,TCP,1467,11,TCP CAM PSH ACK,356675,1804,33580,1413,
0.18,CAMERA_IP,,DOMAIN_IP,,TCP,1467,11,TCP CAM PSH ACK,358088,1804,33580,1413,
0.19,CAMERA_IP,,DOMAIN_IP,,TCP,1467,11,TCP CAM PSH ACK,359501,1804,33580,1413,
0.92,CAMERA_IP,,DOMAIN_IP,,TCP,1467,8,TCP Out-Of-Order,343958,1804,33580,1413,
0.26,CAMERA_IP,,DOMAIN_IP,,TCP,1467,8,TCP Out-Of-Order,345371,1804,33580,1413,
2.55,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,341132,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,341132,65535,0,
0.03,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,343958,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,12,TCP DOM Duplicate ACK,1804,343958,65535,0,
0.2,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,360914,1804,33580,1413,
0.18,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,362327,1804,33580,1413,
0.18,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,363740,1804,33580,1413,
0.18,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,365153,1804,33580,1413,
0.19,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,366566,1804,33580,1413,
3.14,DOMAIN_IP,,CAMERA_IP,,TCP,60,11,TCP DOM Duplicate ACK,1804,343958,65535,0,
1.12,CAMERA_IP,,DOMAIN_IP,,TCP,1467,4,TCP Out-Of-Order,346784,1804,33580,1413,
0.09,CAMERA_IP,,DOMAIN_IP,,TCP,60,2582,TCP CAM ACK,349610,1804,33580,0,
0.04,CAMERA_IP,,DOMAIN_IP,,TCP,54,2582,TCP CAM ACK,349610,1804,33580,0,
2.2,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,345371,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,345371,65535,0,
0.05,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,346784,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,3,TCP DOM Duplicate ACK,1804,346784,65535,0,
0.04,DOMAIN_IP,,CAMERA_IP,,TCP,60,2,TCP DOM Duplicate ACK,1804,346784,65535,0,
0.09,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,348197,65535,0,
0.01,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,348197,65535,0,
0.03,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,349610,65535,0,
0.01,DOMAIN_IP,,CAMERA_IP,,TCP,54,53,TCP DOM Duplicate ACK,1804,349610,65535,0,
0.03,DOMAIN_IP,,CAMERA_IP,,TCP,60,52,TCP DOM Duplicate ACK,1804,349610,65535,0,
6.76,CAMERA_IP,,DOMAIN_IP,,TCP,1467,12,TCP PSH Retransmission,335480,1804,33580,1413,
1.64,CAMERA_IP,,DOMAIN_IP,,TCP,1467,48,TCP PSH Retransmission,339719,1804,33580,1413,
6.92,CAMERA_IP,,DOMAIN_IP,,TCP,1467,1240,TCP PSH Retransmission,343958,1804,33580,1413,
0.62,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,353849,65535,0,
0.01,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,353849,65535,0,
0.04,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,355262,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,25,TCP DOM Duplicate ACK,1804,355262,65535,0,
0.03,DOMAIN_IP,,CAMERA_IP,,TCP,60,24,TCP DOM Duplicate ACK,1804,355262,65535,0,
1.16,CAMERA_IP,,DOMAIN_IP,,TCP,1467,16,TCP PSH Retransmission,345371,1804,33580,1413,
3.7,CAMERA_IP,,DOMAIN_IP,,TCP,1467,56,TCP PSH Retransmission,346784,1804,33580,1413,
2.02,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,356675,65535,0,
0.01,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,356675,65535,0,
0.03,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,365153,65535,0,
0.01,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,365153,65535,0,
0.03,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,366566,65535,0,
0.01,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,366566,65535,0,
0.03,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,367979,65535,0,
0.01,DOMAIN_IP,,CAMERA_IP,,TCP,54,442,TCP DOM Duplicate ACK,1804,367979,65535,0,
0.03,DOMAIN_IP,,CAMERA_IP,,TCP,60,441,TCP DOM Duplicate ACK,1804,367979,65535,0,
14.17,CAMERA_IP,,DOMAIN_IP,,TCP,1467,16,TCP PSH Retransmission,355262,1804,33580,1413,
0.46,CAMERA_IP,,DOMAIN_IP,,TCP,1467,16,TCP PSH Retransmission,356675,1804,33580,1413,
0.46,CAMERA_IP,,DOMAIN_IP,,TCP,1467,16,TCP PSH Retransmission,358088,1804,33580,1413,
0.46,CAMERA_IP,,DOMAIN_IP,,TCP,1467,40,TCP PSH Retransmission,359501,1804,33580,1413,
239.8,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,369392,1804,33580,1413,
0.18,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,370805,1804,33580,1413,
8.44,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,372218,1804,33580,1413,
0.18,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,373631,1804,33580,1413,
21.72,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,375044,1804,33580,1413,
0.19,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,376457,1804,33580,1413,
0.18,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,377870,1804,33580,1413,
3.66,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,369392,65535,0,
0.07,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,369392,65535,0,
3.51,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,370805,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,370805,65535,0,
0.12,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,372218,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,372218,65535,0,
0.61,CAMERA_IP,,DOMAIN_IP,,TCP,1467,4,TCP Out-Of-Order,372218,1804,33580,1413,
3.3,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,375044,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,29,TCP DOM Duplicate ACK,1804,375044,65535,0,
2.22,DOMAIN_IP,,CAMERA_IP,,TCP,60,28,TCP DOM Duplicate ACK,1804,375044,65535,0,
17.47,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,377870,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,377870,65535,0,
0.04,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,379283,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,68,TCP DOM Duplicate ACK,1804,379283,65535,0,
7.17,DOMAIN_IP,,CAMERA_IP,,TCP,60,67,TCP DOM Duplicate ACK,1804,379283,65535,0,
17.53,CAMERA_IP,,DOMAIN_IP,,TCP,1467,164,TCP PSH Retransmission,375044,1804,33580,1413,
4.02,CAMERA_IP,,DOMAIN_IP,,TCP,1467,4,TCP PSH Retransmission,314285,1804,33580,1413,
0.14,CAMERA_IP,,DOMAIN_IP,,TCP,60,16,TCP CAM Duplicate ACK,379283,1804,33580,0,
0.02,CAMERA_IP,,DOMAIN_IP,,TCP,54,16,TCP CAM Duplicate ACK,379283,1804,33580,0,
228.21,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,379283,1804,33580,1413,
0.12,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,380696,1804,33580,1413,
8.92,CAMERA_IP,,DOMAIN_IP,,TCP,60,4,TCP CAM ACK,379283,1804,33580,0,
0.08,CAMERA_IP,,DOMAIN_IP,,TCP,54,4,TCP CAM ACK,379283,1804,33580,0,
3.05,CAMERA_IP,,DOMAIN_IP,,TCP,1467,11,TCP CAM PSH ACK,382109,1804,33580,1413,
0.14,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,383522,1804,33580,1413,
0.18,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,384935,1804,33580,1413,
34.03,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,382109,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,2,TCP DOM Duplicate ACK,1804,382109,65535,0,
0.05,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM Duplicate ACK,1804,382109,65535,0,
0.05,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,384935,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,384935,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,386348,65535,0,
0.01,DOMAIN_IP,,CAMERA_IP,,TCP,54,3,TCP DOM Duplicate ACK,1804,386348,65535,0,
30.41,DOMAIN_IP,,CAMERA_IP,,TCP,60,2,TCP DOM Duplicate ACK,1804,386348,65535,0,
104.3,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,386348,1804,33580,1413,
0.18,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,387761,1804,33580,1413,
18.73,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,389174,1804,33580,1413,
0.31,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,390587,1804,33580,1413,
0.19,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,392000,1804,33580,1413,
0.18,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,393413,1804,33580,1413,
11.58,CAMERA_IP,,DOMAIN_IP,,TCP,1467,8,TCP Out-Of-Order,386348,1804,33580,1413,
3.61,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,387761,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,387761,65535,0,
0.13,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,389174,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,389174,65535,0,
3.72,CAMERA_IP,,DOMAIN_IP,,TCP,1467,11,TCP CAM PSH ACK,394826,1804,33580,1413,
0.18,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,396239,1804,33580,1413,
11.61,CAMERA_IP,,DOMAIN_IP,,TCP,1467,4,TCP Out-Of-Order,389174,1804,33580,1413,
11.4,CAMERA_IP,,DOMAIN_IP,,TCP,1467,16,TCP PSH Retransmission,386348,1804,33580,1413,
11.09,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,396239,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,396239,65535,0,
0.06,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,397652,65535,0,
0.02,DOMAIN_IP,,CAMERA_IP,,TCP,54,12,TCP DOM Duplicate ACK,1804,397652,65535,0,
7.23,CAMERA_IP,,DOMAIN_IP,,TCP,1467,8,TCP PSH Retransmission,389174,1804,33580,1413,
13.13,CAMERA_IP,,DOMAIN_IP,,TCP,1467,4,TCP PSH Retransmission,349610,1804,33580,1413,
3.55,DOMAIN_IP,,CAMERA_IP,,TCP,60,11,TCP DOM Duplicate ACK,1804,397652,65535,0,
3.26,CAMERA_IP,,DOMAIN_IP,,TCP,1467,16,TCP PSH Retransmission,394826,1804,33580,1413,
86.13,CAMERA_IP,,DOMAIN_IP,,TCP,1467,4,TCP PSH Retransmission,367979,1804,33580,1413,
0.15,CAMERA_IP,,DOMAIN_IP,,TCP,60,8,TCP CAM Duplicate ACK,397652,1804,33580,0,
0.02,CAMERA_IP,,DOMAIN_IP,,TCP,54,8,TCP CAM Duplicate ACK,397652,1804,33580,0,
75.67,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,397652,1804,33580,1413,
0.19,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,399065,1804,33580,1413,
0.17,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,400478,1804,33580,1413,
3.86,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,401891,1804,33580,1413,
0.18,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,403304,1804,33580,1413,
3.82,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,404717,1804,33580,1413,
3.94,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,406130,1804,33580,1413,
0.18,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,407543,1804,33580,1413,
0.18,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,408956,1804,33580,1413,
3.89,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,410369,1804,33580,1413,
5.12,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,411782,1804,33580,1413,
0.18,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,413195,1804,33580,1413,
0.33,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,414608,1804,33580,1413,
4.38,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,416021,1804,33580,1413,
0.16,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,417434,1804,33580,1413,
3.98,CAMERA_IP,,DOMAIN_IP,,TCP,1467,7,TCP CAM PSH ACK,418847,1804,33580,1413,
0.19,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,420260,1804,33580,1413,
3.84,CAMERA_IP,,DOMAIN_IP,,TCP,1467,11,TCP CAM PSH ACK,421673,1804,33580,1413,
0.18,CAMERA_IP,,DOMAIN_IP,,TCP,1467,11,TCP CAM PSH ACK,423086,1804,33580,1413,
3.6,DOMAIN_IP,,CAMERA_IP,,TCP,60,1,TCP DOM ACK,1804,399065,65535,0,
0.03,DOMAIN_IP,,CAMERA_IP,,TCP,54,1,TCP DOM Duplicate ACK,1804,399065,65535,0,
0.22,CAMERA_IP,,DOMAIN_IP,,TCP,1467,3,TCP CAM PSH ACK,424499,1804,33580,1413,
